name,title,department,dollarsThisYear,dollarsLastYear,benefits,clickRate,clicks,impressions,budgetPercent
ages-2534,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
ages-2534,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
ages-2534,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
ages-3544,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
ages-3544,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
ages-3544,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
ages-4554,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
ages-4554,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
ages-4554,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
ages-5564,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
ages-5564,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
ages-5564,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
ages-65,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
ages-65,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
ages-65,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
gender-male,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
gender-male,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
gender-male,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
gender-female,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
gender-female,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
gender-female,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
children-04,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
children-04,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
children-04,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
children-512,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
children-512,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
children-512,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
children-1318,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
children-1318,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
children-1318,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
children-1920,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
children-1920,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
children-1920,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
children-25,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
children-25,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
children-25,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
children-0,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
children-0,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
children-0,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
live-metro,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.1,10,100,0.089440045
live-metro,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.1,10,100,0.089440045
live-metro,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.1,10,100,0.089440045
live-region,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
live-region,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
live-region,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
work-self,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
work-self,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
work-self,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
work-parttime,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.1,10,100,0.089440045
work-parttime,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.1,10,100,0.089440045
work-parttime,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.1,10,100,0.089440045
work-fulltime,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
work-fulltime,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
work-fulltime,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
work-unemployed,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.1,10,100,0.089440045
work-unemployed,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.1,10,100,0.089440045
work-unemployed,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.1,10,100,0.089440045
indigenous-yes,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
indigenous-yes,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
indigenous-yes,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
veteran-yes,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
veteran-yes,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
veteran-yes,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
services-mental,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.3,30,100,0.089440045
services-mental,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.3,30,100,0.089440045
services-mental,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.3,30,100,0.089440045
services-physical,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.7,70,100,0.089440045
services-physical,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.7,70,100,0.089440045
services-physical,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.7,70,100,0.089440045
transport-car,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
transport-car,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
transport-car,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
transport-bus,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
transport-bus,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
transport-bus,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
transport-train,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
transport-train,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
transport-train,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
transport-tram,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
transport-tram,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
transport-tram,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
transport-other,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
transport-other,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
transport-other,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
immi-citizen,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
immi-citizen,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
immi-citizen,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
immi-temporary,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
immi-temporary,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
immi-temporary,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
immi-permanent,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
immi-permanent,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
immi-permanent,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
gender-other,Disability Services,Department of Health and Human Services,1780000000,1671000000,"30,307 clients accessing aids and equipment",0.01,1,100,0.089440045
gender-other,Disability Services,Department of Health and Human Services,1780000000,1671000000,"16,192 clients receiving individualised support",0.01,1,100,0.089440045
gender-other,Disability Services,Department of Health and Human Services,1780000000,1671000000,85% clients satisfied with the aids and equipment services system,0.01,1,100,0.089440045
ages-04,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
ages-04,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
ages-04,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
ages-512,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
ages-512,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
ages-512,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
ages-1318,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.1,10,100,0.080778479
ages-1318,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.1,10,100,0.080778479
ages-1318,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.1,10,100,0.080778479
ages-1924,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.1,10,100,0.080778479
ages-1924,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.1,10,100,0.080778479
ages-1924,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.1,10,100,0.080778479
ages-2534,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.1,10,100,0.080778479
ages-2534,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.1,10,100,0.080778479
ages-2534,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.1,10,100,0.080778479
ages-3544,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.1,10,100,0.080778479
ages-3544,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.1,10,100,0.080778479
ages-3544,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.1,10,100,0.080778479
ages-4554,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.1,10,100,0.080778479
ages-4554,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.1,10,100,0.080778479
ages-4554,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.1,10,100,0.080778479
ages-5564,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.1,10,100,0.080778479
ages-5564,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.1,10,100,0.080778479
ages-5564,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.1,10,100,0.080778479
ages-65,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
ages-65,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
ages-65,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
gender-male,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
gender-male,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
gender-male,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
gender-female,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
gender-female,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
gender-female,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
children-04,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
children-04,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
children-04,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
children-512,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
children-512,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
children-512,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
children-1318,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
children-1318,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
children-1318,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
children-1920,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
children-1920,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
children-1920,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
children-25,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
children-25,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
children-25,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
children-0,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
children-0,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
children-0,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
live-metro,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.3,30,100,0.080778479
live-metro,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.3,30,100,0.080778479
live-metro,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.3,30,100,0.080778479
live-region,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
live-region,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
live-region,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
work-self,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.1,10,100,0.080778479
work-self,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.1,10,100,0.080778479
work-self,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.1,10,100,0.080778479
work-parttime,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.2,20,100,0.080778479
work-parttime,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.2,20,100,0.080778479
work-parttime,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.2,20,100,0.080778479
work-fulltime,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.3,30,100,0.080778479
work-fulltime,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.3,30,100,0.080778479
work-fulltime,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.3,30,100,0.080778479
work-unemployed,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.1,10,100,0.080778479
work-unemployed,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.1,10,100,0.080778479
work-unemployed,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.1,10,100,0.080778479
indigenous-yes,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
indigenous-yes,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
indigenous-yes,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
veteran-yes,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
veteran-yes,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
veteran-yes,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
services-mental,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
services-mental,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
services-mental,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
services-physical,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
services-physical,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
services-physical,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
transport-car,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
transport-car,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
transport-car,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
transport-bus,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
transport-bus,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
transport-bus,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
transport-train,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
transport-train,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
transport-train,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
transport-tram,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.5,50,100,0.080778479
transport-tram,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.5,50,100,0.080778479
transport-tram,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.5,50,100,0.080778479
transport-other,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
transport-other,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
transport-other,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
immi-citizen,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
immi-citizen,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
immi-citizen,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
immi-temporary,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
immi-temporary,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
immi-temporary,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
immi-permanent,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
